b12	b3	r12	rh	bs1	bs2	bl1	bl2
0.48	0.058	0.726	0.999	0.165	0.462	0.157	0.024
0.48	0.058	0.726	0.999	0.165	0.462	0.157	0.024
0.48	0.058	0.726	0.999	0.165	0.462	0.157	0.024
0.48	0.058	0.726	0.999	0.165	0.462	0.157	0.024
0.48	0.058	0.726	0.999	0.165	0.462	0.157	0.024
0.48	0.058	0.726	0.999	0.165	0.462	0.157	0.024
0.48	0.058	0.726	0.999	0.165	0.462	0.157	0.024
0.48	0.058	0.726	0.999	0.165	0.462	0.157	0.024
0.48	0.058	0.726	0.999	0.165	0.462	0.157	0.024
0.48	0.058	0.726	0.999	0.165	0.462	0.157	0.024
0.48	0.058	0.726	0.999	0.165	0.462	0.157	0.024
0.48	0.058	0.726	0.999	0.165	0.462	0.157	0.024
0.48	0.058	0.726	0.999	0.165	0.462	0.157	0.024
0.48	0.058	0.726	0.999	0.165	0.462	0.157	0.024
0.48	0.058	0.726	0.999	0.165	0.462	0.157	0.024
0.48	0.058	0.726	0.999	0.165	0.462	0.157	0.024
0.48	0.058	0.726	0.999	0.165	0.462	0.157	0.024
0.48	0.058	0.726	0.999	0.165	0.462	0.157	0.024
0.48	0.058	0.726	0.999	0.165	0.462	0.157	0.024
0.48	0.058	0.726	0.999	0.165	0.462	0.157	0.024
0.48	0.058	0.726	0.999	0.165	0.462	0.157	0.024
0.48	0.058	0.726	0.999	0.165	0.462	0.157	0.024
0.48	0.058	0.726	0.999	0.165	0.462	0.157	0.024
0.48	0.058	0.726	0.999	0.165	0.462	0.157	0.024
0.48	0.058	0.726	0.999	0.165	0.462	0.157	0.024
0.48	0.058	0.726	0.999	0.165	0.462	0.157	0.024
0.48	0.058	0.726	0.999	0.165	0.462	0.157	0.024
0.48	0.058	0.726	0.999	0.165	0.462	0.157	0.024
0.48	0.058	0.726	0.999	0.165	0.462	0.157	0.024
0.48	0.058	0.726	0.999	0.165	0.462	0.157	0.024
0.48	0.058	0.726	0.999	0.165	0.462	0.157	0.024
0.48	0.058	0.726	0.999	0.165	0.462	0.157	0.024
0.48	0.058	0.726	0.999	0.165	0.462	0.157	0.024
0.48	0.058	0.726	0.999	0.165	0.462	0.157	0.024
0.48	0.058	0.726	0.999	0.165	0.462	0.157	0.024
0.48	0.058	0.726	0.999	0.165	0.462	0.157	0.024
0.48	0.058	0.726	0.999	0.165	0.462	0.157	0.024
0.48	0.058	0.726	0.999	0.165	0.462	0.157	0.024
0.48	0.058	0.726	0.999	0.165	0.462	0.157	0.024
0.516	0.05	0.843	0.199	0.193	0.383	0.018	0.086
0.516	0.05	0.843	0.199	0.193	0.383	0.018	0.086
0.516	0.05	0.843	0.199	0.193	0.383	0.018	0.086
0.516	0.05	0.843	0.199	0.193	0.383	0.018	0.086
0.516	0.05	0.843	0.199	0.193	0.383	0.018	0.086
0.516	0.05	0.843	0.199	0.193	0.383	0.018	0.086
0.516	0.05	0.843	0.199	0.193	0.383	0.018	0.086
0.516	0.05	0.843	0.199	0.193	0.383	0.018	0.086
0.516	0.05	0.843	0.199	0.193	0.383	0.018	0.086
0.516	0.05	0.843	0.199	0.193	0.383	0.018	0.086
0.516	0.05	0.843	0.199	0.193	0.383	0.018	0.086
0.516	0.05	0.843	0.199	0.193	0.383	0.018	0.086
0.516	0.05	0.843	0.199	0.193	0.383	0.018	0.086
0.516	0.05	0.843	0.199	0.193	0.383	0.018	0.086
0.516	0.05	0.843	0.199	0.193	0.383	0.018	0.086
0.516	0.05	0.843	0.199	0.193	0.383	0.018	0.086
0.516	0.05	0.843	0.199	0.193	0.383	0.018	0.086
0.516	0.05	0.843	0.199	0.193	0.383	0.018	0.086
0.516	0.05	0.843	0.199	0.193	0.383	0.018	0.086
0.516	0.05	0.843	0.199	0.193	0.383	0.018	0.086
0.516	0.05	0.843	0.199	0.193	0.383	0.018	0.086
0.516	0.05	0.843	0.199	0.193	0.383	0.018	0.086
0.516	0.05	0.843	0.199	0.193	0.383	0.018	0.086
0.516	0.05	0.843	0.199	0.193	0.383	0.018	0.086
0.516	0.05	0.843	0.199	0.193	0.383	0.018	0.086
0.516	0.05	0.843	0.199	0.193	0.383	0.018	0.086
0.516	0.05	0.843	0.199	0.193	0.383	0.018	0.086
0.516	0.05	0.843	0.199	0.193	0.383	0.018	0.086
0.516	0.05	0.843	0.199	0.193	0.383	0.018	0.086
0.516	0.05	0.843	0.199	0.193	0.383	0.018	0.086
0.516	0.05	0.843	0.199	0.193	0.383	0.018	0.086
0.516	0.05	0.843	0.199	0.193	0.383	0.018	0.086
0.516	0.05	0.843	0.199	0.193	0.383	0.018	0.086
0.516	0.05	0.843	0.199	0.193	0.383	0.018	0.086
0.53	0.057	0.805	0.489	0.107	0.577	0.051	0.069
0.53	0.057	0.805	0.489	0.107	0.577	0.051	0.069
0.53	0.057	0.805	0.489	0.107	0.577	0.051	0.069
0.53	0.057	0.805	0.489	0.107	0.577	0.051	0.069
0.501	0.065	0.823	0.783	0.207	0.334	0.018	0.347
0.501	0.065	0.823	0.783	0.207	0.334	0.018	0.347
0.501	0.065	0.823	0.783	0.207	0.334	0.018	0.347
0.501	0.065	0.823	0.783	0.207	0.334	0.018	0.347
0.501	0.065	0.823	0.783	0.207	0.334	0.018	0.347
0.501	0.065	0.823	0.783	0.207	0.334	0.018	0.347
0.501	0.065	0.823	0.783	0.207	0.334	0.018	0.347
0.501	0.065	0.823	0.783	0.207	0.334	0.018	0.347
0.501	0.065	0.823	0.783	0.207	0.334	0.018	0.347
0.501	0.065	0.823	0.783	0.207	0.334	0.018	0.347
0.501	0.065	0.823	0.783	0.207	0.334	0.018	0.347
0.501	0.065	0.823	0.783	0.207	0.334	0.018	0.347
0.501	0.065	0.823	0.783	0.207	0.334	0.018	0.347
0.501	0.065	0.823	0.783	0.207	0.334	0.018	0.347
0.501	0.065	0.823	0.783	0.207	0.334	0.018	0.347
0.501	0.065	0.823	0.783	0.207	0.334	0.018	0.347
0.529	0.065	0.804	0.245	0.218	0.221	0.037	0.18
0.529	0.065	0.804	0.245	0.218	0.221	0.037	0.18
0.529	0.065	0.804	0.245	0.218	0.221	0.037	0.18
0.529	0.065	0.804	0.245	0.218	0.221	0.037	0.18
0.529	0.065	0.804	0.245	0.218	0.221	0.037	0.18
0.529	0.065	0.804	0.245	0.218	0.221	0.037	0.18
0.529	0.065	0.804	0.245	0.218	0.221	0.037	0.18
0.529	0.065	0.804	0.245	0.218	0.221	0.037	0.18
0.529	0.065	0.804	0.245	0.218	0.221	0.037	0.18
0.529	0.065	0.804	0.245	0.218	0.221	0.037	0.18
0.511	0.068	0.823	0.463	0.19	0.215	0.061	0.072
0.511	0.068	0.823	0.463	0.19	0.215	0.061	0.072
0.511	0.068	0.823	0.463	0.19	0.215	0.061	0.072
0.511	0.068	0.823	0.463	0.19	0.215	0.061	0.072
0.511	0.068	0.823	0.463	0.19	0.215	0.061	0.072
0.511	0.068	0.823	0.463	0.19	0.215	0.061	0.072
0.511	0.068	0.823	0.463	0.19	0.215	0.061	0.072
0.511	0.068	0.823	0.463	0.19	0.215	0.061	0.072
0.511	0.068	0.823	0.463	0.19	0.215	0.061	0.072
0.511	0.068	0.823	0.463	0.19	0.215	0.061	0.072
0.511	0.068	0.823	0.463	0.19	0.215	0.061	0.072
0.511	0.068	0.823	0.463	0.19	0.215	0.061	0.072
0.511	0.068	0.823	0.463	0.19	0.215	0.061	0.072
0.511	0.068	0.823	0.463	0.19	0.215	0.061	0.072
0.511	0.068	0.823	0.463	0.19	0.215	0.061	0.072
0.511	0.068	0.823	0.463	0.19	0.215	0.061	0.072
0.511	0.068	0.823	0.463	0.19	0.215	0.061	0.072
0.511	0.068	0.823	0.463	0.19	0.215	0.061	0.072
0.511	0.068	0.823	0.463	0.19	0.215	0.061	0.072
0.511	0.068	0.823	0.463	0.19	0.215	0.061	0.072
0.511	0.068	0.823	0.463	0.19	0.215	0.061	0.072
0.511	0.068	0.823	0.463	0.19	0.215	0.061	0.072
0.511	0.068	0.823	0.463	0.19	0.215	0.061	0.072
0.511	0.068	0.823	0.463	0.19	0.215	0.061	0.072
0.511	0.068	0.823	0.463	0.19	0.215	0.061	0.072
0.511	0.068	0.823	0.463	0.19	0.215	0.061	0.072
0.511	0.068	0.823	0.463	0.19	0.215	0.061	0.072
0.513	0.055	0.801	0.775	0.207	0.386	0.011	0.441
0.513	0.055	0.801	0.775	0.207	0.386	0.011	0.441
0.513	0.055	0.801	0.775	0.207	0.386	0.011	0.441
0.52	0.057	0.752	0.938	0.178	0.377	0.015	0.581
0.52	0.057	0.752	0.938	0.178	0.377	0.015	0.581
0.52	0.057	0.752	0.938	0.178	0.377	0.015	0.581
0.52	0.057	0.752	0.938	0.178	0.377	0.015	0.581
0.52	0.057	0.752	0.938	0.178	0.377	0.015	0.581
0.52	0.057	0.752	0.938	0.178	0.377	0.015	0.581
0.52	0.057	0.752	0.938	0.178	0.377	0.015	0.581
0.52	0.057	0.752	0.938	0.178	0.377	0.015	0.581
0.52	0.057	0.752	0.938	0.178	0.377	0.015	0.581
0.52	0.057	0.752	0.938	0.178	0.377	0.015	0.581
0.52	0.057	0.752	0.938	0.178	0.377	0.015	0.581
0.52	0.057	0.752	0.938	0.178	0.377	0.015	0.581
0.52	0.057	0.752	0.938	0.178	0.377	0.015	0.581
0.52	0.057	0.752	0.938	0.178	0.377	0.015	0.581
0.52	0.057	0.752	0.938	0.178	0.377	0.015	0.581
0.52	0.057	0.752	0.938	0.178	0.377	0.015	0.581
0.52	0.057	0.752	0.938	0.178	0.377	0.015	0.581
0.52	0.057	0.752	0.938	0.178	0.377	0.015	0.581
0.52	0.057	0.752	0.938	0.178	0.377	0.015	0.581
0.52	0.057	0.752	0.938	0.178	0.377	0.015	0.581
0.52	0.057	0.752	0.938	0.178	0.377	0.015	0.581
0.52	0.057	0.752	0.938	0.178	0.377	0.015	0.581
0.52	0.057	0.752	0.938	0.178	0.377	0.015	0.581
0.52	0.057	0.752	0.938	0.178	0.377	0.015	0.581
0.52	0.057	0.752	0.938	0.178	0.377	0.015	0.581
0.52	0.057	0.752	0.938	0.178	0.377	0.015	0.581
0.52	0.057	0.752	0.938	0.178	0.377	0.015	0.581
0.52	0.057	0.752	0.938	0.178	0.377	0.015	0.581
0.52	0.057	0.752	0.938	0.178	0.377	0.015	0.581
0.52	0.057	0.752	0.938	0.178	0.377	0.015	0.581
0.52	0.057	0.752	0.938	0.178	0.377	0.015	0.581
0.52	0.057	0.752	0.938	0.178	0.377	0.015	0.581
0.52	0.057	0.752	0.938	0.178	0.377	0.015	0.581
0.52	0.057	0.752	0.938	0.178	0.377	0.015	0.581
0.52	0.057	0.752	0.938	0.178	0.377	0.015	0.581
0.52	0.057	0.752	0.938	0.178	0.377	0.015	0.581
0.52	0.057	0.752	0.938	0.178	0.377	0.015	0.581
0.52	0.057	0.752	0.938	0.178	0.377	0.015	0.581
0.52	0.057	0.752	0.938	0.178	0.377	0.015	0.581
0.52	0.057	0.752	0.938	0.178	0.377	0.015	0.581
0.52	0.057	0.752	0.938	0.178	0.377	0.015	0.581
0.52	0.057	0.752	0.938	0.178	0.377	0.015	0.581
0.52	0.057	0.752	0.938	0.178	0.377	0.015	0.581
0.52	0.057	0.752	0.938	0.178	0.377	0.015	0.581
0.52	0.057	0.752	0.938	0.178	0.377	0.015	0.581
0.52	0.057	0.752	0.938	0.178	0.377	0.015	0.581
0.52	0.057	0.752	0.938	0.178	0.377	0.015	0.581
0.52	0.057	0.752	0.938	0.178	0.377	0.015	0.581
0.52	0.057	0.752	0.938	0.178	0.377	0.015	0.581
0.52	0.057	0.752	0.938	0.178	0.377	0.015	0.581
0.52	0.057	0.752	0.938	0.178	0.377	0.015	0.581
0.52	0.057	0.752	0.938	0.178	0.377	0.015	0.581
0.52	0.057	0.752	0.938	0.178	0.377	0.015	0.581
0.52	0.057	0.752	0.938	0.178	0.377	0.015	0.581
0.52	0.057	0.752	0.938	0.178	0.377	0.015	0.581
0.52	0.057	0.752	0.938	0.178	0.377	0.015	0.581
0.52	0.057	0.752	0.938	0.178	0.377	0.015	0.581
0.52	0.057	0.752	0.938	0.178	0.377	0.015	0.581
0.52	0.057	0.752	0.938	0.178	0.377	0.015	0.581
0.52	0.057	0.752	0.938	0.178	0.377	0.015	0.581
0.52	0.057	0.752	0.938	0.178	0.377	0.015	0.581
0.52	0.057	0.752	0.938	0.178	0.377	0.015	0.581
0.52	0.057	0.752	0.938	0.178	0.377	0.015	0.581
0.52	0.057	0.752	0.938	0.178	0.377	0.015	0.581
0.52	0.057	0.752	0.938	0.178	0.377	0.015	0.581
0.52	0.057	0.752	0.938	0.178	0.377	0.015	0.581
0.52	0.057	0.752	0.938	0.178	0.377	0.015	0.581
0.52	0.057	0.752	0.938	0.178	0.377	0.015	0.581
0.52	0.057	0.752	0.938	0.178	0.377	0.015	0.581
0.52	0.057	0.752	0.938	0.178	0.377	0.015	0.581
0.52	0.057	0.752	0.938	0.178	0.377	0.015	0.581
0.52	0.057	0.752	0.938	0.178	0.377	0.015	0.581
0.52	0.057	0.752	0.938	0.178	0.377	0.015	0.581
0.52	0.057	0.752	0.938	0.178	0.377	0.015	0.581
0.52	0.057	0.752	0.938	0.178	0.377	0.015	0.581
0.52	0.057	0.752	0.938	0.178	0.377	0.015	0.581
0.52	0.057	0.752	0.938	0.178	0.377	0.015	0.581
0.52	0.057	0.752	0.938	0.178	0.377	0.015	0.581
0.52	0.057	0.752	0.938	0.178	0.377	0.015	0.581
0.52	0.057	0.752	0.938	0.178	0.377	0.015	0.581
0.52	0.057	0.752	0.938	0.178	0.377	0.015	0.581
0.52	0.057	0.752	0.938	0.178	0.377	0.015	0.581
0.52	0.057	0.752	0.938	0.178	0.377	0.015	0.581
0.52	0.057	0.752	0.938	0.178	0.377	0.015	0.581
0.52	0.057	0.752	0.938	0.178	0.377	0.015	0.581
0.52	0.057	0.752	0.938	0.178	0.377	0.015	0.581
0.52	0.057	0.752	0.938	0.178	0.377	0.015	0.581
0.52	0.057	0.752	0.938	0.178	0.377	0.015	0.581
0.52	0.057	0.752	0.938	0.178	0.377	0.015	0.581
0.52	0.057	0.752	0.938	0.178	0.377	0.015	0.581
0.52	0.057	0.752	0.938	0.178	0.377	0.015	0.581
0.52	0.057	0.752	0.938	0.178	0.377	0.015	0.581
0.52	0.057	0.752	0.938	0.178	0.377	0.015	0.581
0.52	0.057	0.752	0.938	0.178	0.377	0.015	0.581
0.52	0.057	0.752	0.938	0.178	0.377	0.015	0.581
0.52	0.057	0.752	0.938	0.178	0.377	0.015	0.581
0.52	0.057	0.752	0.938	0.178	0.377	0.015	0.581
0.52	0.057	0.752	0.938	0.178	0.377	0.015	0.581
0.52	0.057	0.752	0.938	0.178	0.377	0.015	0.581
0.52	0.057	0.752	0.938	0.178	0.377	0.015	0.581
0.52	0.057	0.752	0.938	0.178	0.377	0.015	0.581
0.52	0.057	0.752	0.938	0.178	0.377	0.015	0.581
0.52	0.057	0.752	0.938	0.178	0.377	0.015	0.581
0.52	0.057	0.752	0.938	0.178	0.377	0.015	0.581
0.52	0.057	0.752	0.938	0.178	0.377	0.015	0.581
0.52	0.057	0.752	0.938	0.178	0.377	0.015	0.581
0.52	0.057	0.752	0.938	0.178	0.377	0.015	0.581
0.507	0.068	0.74	0.748	0.204	0.266	0.097	0.056
0.507	0.068	0.74	0.748	0.204	0.266	0.097	0.056
0.507	0.068	0.74	0.748	0.204	0.266	0.097	0.056
0.524	0.062	0.826	0.63	0.079	0.789	0.099	0.049
0.524	0.062	0.826	0.63	0.079	0.789	0.099	0.049
0.524	0.062	0.826	0.63	0.079	0.789	0.099	0.049
0.524	0.062	0.826	0.63	0.079	0.789	0.099	0.049
0.493	0.057	0.806	0.516	0.085	0.754	0.153	0.068
0.493	0.057	0.806	0.516	0.085	0.754	0.153	0.068
0.493	0.057	0.806	0.516	0.085	0.754	0.153	0.068
0.493	0.057	0.806	0.516	0.085	0.754	0.153	0.068
0.493	0.057	0.806	0.516	0.085	0.754	0.153	0.068
0.493	0.057	0.806	0.516	0.085	0.754	0.153	0.068
0.493	0.057	0.806	0.516	0.085	0.754	0.153	0.068
0.493	0.057	0.806	0.516	0.085	0.754	0.153	0.068
0.493	0.057	0.806	0.516	0.085	0.754	0.153	0.068
0.493	0.057	0.806	0.516	0.085	0.754	0.153	0.068
0.493	0.057	0.806	0.516	0.085	0.754	0.153	0.068
0.493	0.057	0.806	0.516	0.085	0.754	0.153	0.068
0.493	0.057	0.806	0.516	0.085	0.754	0.153	0.068
0.493	0.057	0.806	0.516	0.085	0.754	0.153	0.068
0.493	0.057	0.806	0.516	0.085	0.754	0.153	0.068
0.493	0.057	0.806	0.516	0.085	0.754	0.153	0.068
0.493	0.057	0.806	0.516	0.085	0.754	0.153	0.068
0.493	0.057	0.806	0.516	0.085	0.754	0.153	0.068
0.493	0.057	0.806	0.516	0.085	0.754	0.153	0.068
0.493	0.057	0.806	0.516	0.085	0.754	0.153	0.068
0.493	0.057	0.806	0.516	0.085	0.754	0.153	0.068
0.493	0.057	0.806	0.516	0.085	0.754	0.153	0.068
0.493	0.057	0.806	0.516	0.085	0.754	0.153	0.068
0.493	0.057	0.806	0.516	0.085	0.754	0.153	0.068
0.493	0.057	0.806	0.516	0.085	0.754	0.153	0.068
0.493	0.057	0.806	0.516	0.085	0.754	0.153	0.068
0.493	0.057	0.806	0.516	0.085	0.754	0.153	0.068
0.493	0.057	0.806	0.516	0.085	0.754	0.153	0.068
0.493	0.057	0.806	0.516	0.085	0.754	0.153	0.068
0.493	0.057	0.806	0.516	0.085	0.754	0.153	0.068
0.493	0.057	0.806	0.516	0.085	0.754	0.153	0.068
0.493	0.057	0.806	0.516	0.085	0.754	0.153	0.068
0.493	0.057	0.806	0.516	0.085	0.754	0.153	0.068
0.493	0.057	0.806	0.516	0.085	0.754	0.153	0.068
0.493	0.057	0.806	0.516	0.085	0.754	0.153	0.068
0.493	0.057	0.806	0.516	0.085	0.754	0.153	0.068
0.493	0.057	0.806	0.516	0.085	0.754	0.153	0.068
0.493	0.057	0.806	0.516	0.085	0.754	0.153	0.068
0.493	0.057	0.806	0.516	0.085	0.754	0.153	0.068
0.493	0.057	0.806	0.516	0.085	0.754	0.153	0.068
0.493	0.057	0.806	0.516	0.085	0.754	0.153	0.068
0.493	0.057	0.806	0.516	0.085	0.754	0.153	0.068
0.493	0.057	0.806	0.516	0.085	0.754	0.153	0.068
0.493	0.057	0.806	0.516	0.085	0.754	0.153	0.068
0.493	0.057	0.806	0.516	0.085	0.754	0.153	0.068
0.493	0.057	0.806	0.516	0.085	0.754	0.153	0.068
0.493	0.057	0.806	0.516	0.085	0.754	0.153	0.068
0.493	0.057	0.806	0.516	0.085	0.754	0.153	0.068
0.493	0.057	0.806	0.516	0.085	0.754	0.153	0.068
0.493	0.057	0.806	0.516	0.085	0.754	0.153	0.068
0.493	0.057	0.806	0.516	0.085	0.754	0.153	0.068
0.498	0.054	0.802	0.854	0.289	0.241	0.017	0.271
0.498	0.054	0.802	0.854	0.289	0.241	0.017	0.271
0.503	0.05	0.835	0.931	0.224	0.324	0.029	0.132
0.503	0.05	0.835	0.931	0.224	0.324	0.029	0.132
0.503	0.05	0.835	0.931	0.224	0.324	0.029	0.132
0.503	0.05	0.835	0.931	0.224	0.324	0.029	0.132
0.503	0.05	0.835	0.931	0.224	0.324	0.029	0.132
0.503	0.05	0.835	0.931	0.224	0.324	0.029	0.132
0.503	0.05	0.835	0.931	0.224	0.324	0.029	0.132
0.503	0.05	0.835	0.931	0.224	0.324	0.029	0.132
0.503	0.05	0.835	0.931	0.224	0.324	0.029	0.132
0.503	0.05	0.835	0.931	0.224	0.324	0.029	0.132
0.503	0.05	0.835	0.931	0.224	0.324	0.029	0.132
0.503	0.05	0.835	0.931	0.224	0.324	0.029	0.132
0.507	0.051	0.791	0.457	0.222	0.354	0.087	0.075
0.507	0.051	0.791	0.457	0.222	0.354	0.087	0.075
0.507	0.051	0.791	0.457	0.222	0.354	0.087	0.075
0.507	0.051	0.791	0.457	0.222	0.354	0.087	0.075
0.507	0.051	0.791	0.457	0.222	0.354	0.087	0.075
0.507	0.051	0.791	0.457	0.222	0.354	0.087	0.075
0.507	0.051	0.791	0.457	0.222	0.354	0.087	0.075
0.507	0.051	0.791	0.457	0.222	0.354	0.087	0.075
0.525	0.066	0.808	0.833	0.14	0.504	0.002	0.407
0.525	0.066	0.808	0.833	0.14	0.504	0.002	0.407
0.525	0.066	0.808	0.833	0.14	0.504	0.002	0.407
0.525	0.066	0.808	0.833	0.14	0.504	0.002	0.407
0.525	0.066	0.808	0.833	0.14	0.504	0.002	0.407
0.525	0.066	0.808	0.833	0.14	0.504	0.002	0.407
0.525	0.066	0.808	0.833	0.14	0.504	0.002	0.407
0.525	0.066	0.808	0.833	0.14	0.504	0.002	0.407
0.525	0.066	0.808	0.833	0.14	0.504	0.002	0.407
0.525	0.066	0.808	0.833	0.14	0.504	0.002	0.407
0.525	0.066	0.808	0.833	0.14	0.504	0.002	0.407
0.525	0.066	0.808	0.833	0.14	0.504	0.002	0.407
0.525	0.066	0.808	0.833	0.14	0.504	0.002	0.407
0.525	0.066	0.808	0.833	0.14	0.504	0.002	0.407
0.543	0.06	0.747	0.656	0.199	0.375	0.007	0.262
0.543	0.06	0.747	0.656	0.199	0.375	0.007	0.262
0.543	0.06	0.747	0.656	0.199	0.375	0.007	0.262
0.543	0.06	0.747	0.656	0.199	0.375	0.007	0.262
0.543	0.06	0.747	0.656	0.199	0.375	0.007	0.262
0.543	0.06	0.747	0.656	0.199	0.375	0.007	0.262
0.543	0.06	0.747	0.656	0.199	0.375	0.007	0.262
0.543	0.06	0.747	0.656	0.199	0.375	0.007	0.262
0.543	0.06	0.747	0.656	0.199	0.375	0.007	0.262
0.543	0.06	0.747	0.656	0.199	0.375	0.007	0.262
0.543	0.06	0.747	0.656	0.199	0.375	0.007	0.262
0.543	0.06	0.747	0.656	0.199	0.375	0.007	0.262
0.543	0.06	0.747	0.656	0.199	0.375	0.007	0.262
0.543	0.06	0.747	0.656	0.199	0.375	0.007	0.262
0.543	0.06	0.747	0.656	0.199	0.375	0.007	0.262
0.543	0.06	0.747	0.656	0.199	0.375	0.007	0.262
0.543	0.06	0.747	0.656	0.199	0.375	0.007	0.262
0.543	0.06	0.747	0.656	0.199	0.375	0.007	0.262
0.543	0.06	0.747	0.656	0.199	0.375	0.007	0.262
0.543	0.06	0.747	0.656	0.199	0.375	0.007	0.262
0.543	0.06	0.747	0.656	0.199	0.375	0.007	0.262
0.543	0.06	0.747	0.656	0.199	0.375	0.007	0.262
0.543	0.06	0.747	0.656	0.199	0.375	0.007	0.262
0.543	0.06	0.747	0.656	0.199	0.375	0.007	0.262
0.543	0.06	0.747	0.656	0.199	0.375	0.007	0.262
0.543	0.06	0.747	0.656	0.199	0.375	0.007	0.262
0.543	0.06	0.747	0.656	0.199	0.375	0.007	0.262
0.543	0.06	0.747	0.656	0.199	0.375	0.007	0.262
0.543	0.06	0.747	0.656	0.199	0.375	0.007	0.262
0.543	0.06	0.747	0.656	0.199	0.375	0.007	0.262
0.543	0.06	0.747	0.656	0.199	0.375	0.007	0.262
0.543	0.06	0.747	0.656	0.199	0.375	0.007	0.262
0.543	0.06	0.747	0.656	0.199	0.375	0.007	0.262
0.543	0.06	0.747	0.656	0.199	0.375	0.007	0.262
0.543	0.06	0.747	0.656	0.199	0.375	0.007	0.262
0.543	0.06	0.747	0.656	0.199	0.375	0.007	0.262
0.543	0.06	0.747	0.656	0.199	0.375	0.007	0.262
0.543	0.06	0.747	0.656	0.199	0.375	0.007	0.262
0.543	0.06	0.747	0.656	0.199	0.375	0.007	0.262
0.543	0.06	0.747	0.656	0.199	0.375	0.007	0.262
0.543	0.06	0.747	0.656	0.199	0.375	0.007	0.262
0.543	0.06	0.747	0.656	0.199	0.375	0.007	0.262
0.543	0.06	0.747	0.656	0.199	0.375	0.007	0.262
0.543	0.06	0.747	0.656	0.199	0.375	0.007	0.262
0.543	0.06	0.747	0.656	0.199	0.375	0.007	0.262
0.543	0.06	0.747	0.656	0.199	0.375	0.007	0.262
0.543	0.06	0.747	0.656	0.199	0.375	0.007	0.262
0.543	0.06	0.747	0.656	0.199	0.375	0.007	0.262
0.543	0.06	0.747	0.656	0.199	0.375	0.007	0.262
0.543	0.06	0.747	0.656	0.199	0.375	0.007	0.262
0.543	0.06	0.747	0.656	0.199	0.375	0.007	0.262
0.543	0.06	0.747	0.656	0.199	0.375	0.007	0.262
0.543	0.06	0.747	0.656	0.199	0.375	0.007	0.262
0.543	0.06	0.747	0.656	0.199	0.375	0.007	0.262
0.543	0.06	0.747	0.656	0.199	0.375	0.007	0.262
0.543	0.06	0.747	0.656	0.199	0.375	0.007	0.262
0.543	0.06	0.747	0.656	0.199	0.375	0.007	0.262
0.543	0.06	0.747	0.656	0.199	0.375	0.007	0.262
0.543	0.06	0.747	0.656	0.199	0.375	0.007	0.262
0.543	0.06	0.747	0.656	0.199	0.375	0.007	0.262
0.543	0.06	0.747	0.656	0.199	0.375	0.007	0.262
0.543	0.06	0.747	0.656	0.199	0.375	0.007	0.262
0.543	0.06	0.747	0.656	0.199	0.375	0.007	0.262
0.543	0.06	0.747	0.656	0.199	0.375	0.007	0.262
0.543	0.06	0.747	0.656	0.199	0.375	0.007	0.262
0.508	0.052	0.808	0.756	0.177	0.445	0.071	0.22
0.508	0.052	0.808	0.756	0.177	0.445	0.071	0.22
0.508	0.052	0.808	0.756	0.177	0.445	0.071	0.22
0.508	0.052	0.808	0.756	0.177	0.445	0.071	0.22
